code,name,gender,function,country_code,nationality_code,height,weight,disciplines,events,birth_date,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,lang,coach,sporting_relatives
1535441,QUEZADA MARQUEZ Carlos,Male,Athlete,MEX,MEX,0,0,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",10/21/99,GUADALAJARA,Mexico,GUADALAJARA,Mexico,Charly,Playing video games,"Athlete, student",Studies Physical Culture and Sport,Spanish,"National: Pedro Acosta, Marcos Pulator.<br>Personal: Ruben Alexey Galardy de la Rosa (MEX)","Sister, Michel Citlally Quezada Marquez (shooting), placed fifth in 10m air rifle at the 2018 continental championships. Two-time Pan-American Games participant"
1535442,PENAFLOR MOYSEN Aram Michell,Male,Athlete,MEX,MEX,0,0,['Triathlon'],"[""Men's Individual""]",3/11/99,TOLUCA,Mexico,GUADALAJARA,Mexico,,"Going to the cinema, watching series, listening to music, getting to know new places",Athlete,,Spanish,National: Luis Miguel Chávez Rincón (MEX),
1535444,REINOSO Sofia,Female,Athlete,MEX,MEX,0,0,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",10/23/96,PUEBLA,Mexico,TLAPACOYAN,Mexico,Sofi,"Creeking, cliff jumping",Athlete,,"English, Spanish",,
1535448,BRIONES FRAGOZA Beatriz,Female,Athlete,MEX,MEX,0,0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",2/10/99,TIJUJANA,Mexico,SULTANA DEL NORTE,Mexico,The Russian,,Athlete,,Spanish,Elizabeth Orta (MEX),
1535449,ALANIS MORALES Karina,Female,Athlete,MEX,MEX,0,0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",12/9/93,MONTERREY,Mexico,,,,,Athlete,Studied Sports Organisation at Autonomous University of Nuevo León (MEX),Spanish,,
1535505,LINARES Natalia,Female,Athlete,COL,COL,171,0,['Athletics'],"[""Women's Long Jump""]",1/3/03,VALLEDUPAR,Colombia,SANTA MARTA,Colombia,,Reading,"Athlete, student","Sports Professional Programme at Universidad del Magdalena, Santa Marta (COL)",Spanish,Personal: Martin Suarez (COL),
1535506,LONGA Ronal,Male,Athlete,COL,COL,183,0,['Athletics'],"[""Men's 100m""]",6/30/04,ISTMINA,Colombia,BOGOTA,Colombia,,,Athlete,,Spanish,Personal: Jorge Benitez (COL),
1535511,RUIZ HURTADO Flor Denis,Female,Athlete,COL,COL,175,0,['Athletics'],"[""Women's Javelin Throw""]",1/29/91,PRADERA,Colombia,PALMIRA,Colombia,,,Athlete,"Graduated in 2015 with a Criminal Justice degree from Universidad Metropolitana, San Juan (PUR)",Spanish,"Personal: Ramon Breto (CUB), Luis Carlos Lucumi (COL)",
1535512,ORJUELA Angie,Female,Athlete,COL,COL,158,0,['Athletics'],"[""Women's Marathon""]",5/9/89,BOGOTA,Colombia,BOGOTA,Colombia,,,Athlete,"Graduated with a Bachelor's degree in Spanish Language from the University of Tolima, Ibague (COL)",Spanish,Personal: Humberto Ramirez (COL),"Husband, Andres Camilo Camargo (athletics), two-time national 3000m steeplechase champion (2010, 2018)"
1535513,RENTERIA RENTERIA Tatiana,Female,Athlete,COL,COL,0,0,['Wrestling'],"[""Women's Freestyle 76kg""]",12/22/00,,,VALLE DEL CAUCA,Colombia,,,,,Spanish,National: David Gutierrez (COL),
1535514,VALDES PANA Angie Paola,Female,Athlete,COL,COL,165,0,['Boxing'],"[""Women's 60kg""]",7/14/00,BARRANQUILLA,Colombia,BARRANQUILLA,Colombia,,,,,Spanish,,
1535522,ARBOLEDA MENDOZA Valeria,Female,Athlete,COL,COL,164,0,['Boxing'],"[""Women's 57kg""]",4/13/02,BOGOTA,Colombia,,Colombia,,"Drawing, reading, shopping, spending time with family",Parks assistant,"Plans to go to university after Paris 2024 to study physical therapy, sports training or physical education",Spanish,,
1535524,BOLANOS LOPEZ Victor,Male,Athlete,COL,COL,0,0,['Sailing'],"[""Men's Kite""]",9/19/94,RESTREPO VALLE DEL CAUCA,Colombia,SANTIAGO DE CALI,Colombia,,Cycling,,Software Engineering at Universidad del Cauca (COL),Spanish,Quentin Prevout (BEL),
1535609,ABDOLI Samyar,Male,Athlete,IRI,IRI,0,0,['Swimming'],"[""Men's 100m Freestyle""]",12/25/02,,,,,,,Athlete,,,,
1535660,SIMWAKA Asimenye,Female,Athlete,MAW,MAW,168,0,['Athletics'],"[""Women's 100m""]",8/8/97,,Malawi,,Malawi,,,"Athlete, soldier",,English,Personal: Pachisi Nyasulu,
1535693,AL MARZOOQI Omar Abdul Aziz,Male,Athlete,UAE,UAE,0,0,['Equestrian'],"['Jumping Individual', 'Jumping Team']",3/28/03,,,ABU DHABI,UA Emirates,Champ,,,Studying Psychology and Philosophy at Sorbonne University in Abu Dhabi (UAE),"Arabic, English","Abdelaziz Al Marzooqi (UAE), his father","Father, Abdelaziz (equestrian jumping) has competed at elite level"
1535729,SERRANO Franco,Male,Athlete,ARG,ARG,0,0,['Modern Pentathlon'],"[""Men's Individual""]",11/22/00,BUENOS AIRES,Argentina,BUENOS AIRES,Argentina,,,Sports soldier in the Argentine Army,"Studies Business Administration at the University of Lujan (Lujan, ARG)",Spanish,,
1535766,KUMEL SAADI,Male,Athlete,IRQ,IRQ,191,0,['Football'],['Men'],8/19/04,AARAU,Switzerland,,Iraq,,,Athlete,,"Arabic, German",National: Radhi Shenaishil (IRQ),
1535776,JOSEF AL IMAM,Male,Athlete,IRQ,IRQ,182,0,['Football'],['Men'],7/27/04,,Sweden,,Sweden,,,Athlete,,"Arabic, Swedish",National: Radhi Shenaishil (IRQ),
1535804,MUNTADHER ABDULAMEER,Male,Athlete,IRQ,IRQ,165,0,['Football'],['Men'],10/6/01,,Iraq,,Iraq,,,Athlete,,Arabic,National: Radhi Shenaishil (IRQ),
1535805,MUNTADHER MOHAMMED,Male,Athlete,IRQ,IRQ,170,0,['Football'],['Men'],6/5/01,,Iraq,,IR Iran,,,Athlete,,"Arabic, Persian",National: Radhi Shenaishil (IRQ),"Brother Mustafa Mohammed (football), played professionally in Iraq and Iran. Was his brother's teammmate for some time. Iraq league and cup winner"
1535852,MAEDER Maximilian,Male,Athlete,SGP,SGP,0,0,['Sailing'],"[""Men's Kite""]",9/12/06,,Singapore,,,Max,Listening to music,Athlete,Home-schooled. British kiteboarder Jemima Crathorne has been his STEM tutor,"Chinese, English, German","Jonny Dolenc (CRO), father of Croatian sailor Martin Dolenc",
1535853,LO Ryan,Male,Athlete,SGP,SGP,0,0,['Sailing'],"[""Men's Dinghy""]",2/26/97,,Singapore,,Singapore,Ryan,,"Athlete, student",Erasmus University (NED),English,,"Half-sister, Man Yi (sailing), represented Singapore at the Beijing 2008 Olympic Games.<br> <br>Half-brother, Jun Hao (sailing), silver medallist at the 2007 Sea Games"
1535854,SIM En Yi Letitia,Female,Athlete,SGP,SGP,0,0,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 200m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",3/3/03,,Singapore,SINGAPORE,Singapore,,,"Athlete, student","Studying Applied Exercise Science at University of Michigan (Ann Arbor, MI, USA)",English,Personal: Gustavo Schirru (BRA).<br>National: Gary Tan (SGP),"Brother, Padraic Sim (golf), played for University of Oregon (USA). </p><p>Sister, Levenia Sim (swimming), competed at the 2022 Asian Games (held in 2023) and will make her Olympic debut at Paris 2024"
1535856,TAN Jonathan Eu Jin,Male,Athlete,SGP,SGP,0,0,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 50m Freestyle""]",3/11/02,SINGAPORE,Singapore,"STANFORD, CA",United States,,"Investing, photography","Athlete, student","Studying at Stanford University (CA, USA)","English, Mandarin",Club: Dan Schemmel (USA) - Stanford University.<br>National: Gary Tan (SGP),
1535858,PEREIRA Veronica Shanti,Female,Athlete,SGP,SGP,164,0,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",9/20/96,,Singapore,SINGAPORE,Singapore,Sprint Queen,,Athlete,Graduated in 2021 with a degree in accounting from Singapore Management University (Singapore). She was on the Yip Pin Xiu Scholarship granted to her for her outstanding achievements in sports,English,Luis Cunha,"Sister, Valerie Seema (athletics), former national runner. <br>Brother, Nicholas Anand (athletics), national 400m champion"
1535910,ZAID TAHSEEN,Male,Athlete,IRQ,IRQ,187,0,['Football'],['Men'],1/29/01,NAJAF,Iraq,,Iraq,,,Athlete,,Arabic,National: Radhi Shenaishil (IRQ),
1535913,HUSSEIN AMER,Male,Athlete,IRQ,IRQ,182,0,['Football'],['Men'],4/28/02,MUTHANNA,Iraq,,,,,,,,,
1535914,ANAK LISES Bertrand Rhodict,Male,Athlete,MAS,MAS,0,0,['Diving'],"[""Men's 10m Platform""]",5/28/05,SARAWAK,Malaysia,KUALA LUMPUR,Malaysia,,,,,English,,
1535916,HUSSEIN LAWEND,Male,Athlete,IRQ,IRQ,180,0,['Football'],['Men'],1/20/01,,Iraq,,Iraq,,,Athlete,,Arabic,Club: Ahmed Salah (IRQ).<br>National: Radhi Shenaishil (IRQ),
1535918,WONG Guanjie Johnathan,Male,Athlete,MAS,MAS,0,0,['Shooting'],['10m Air Pistol Men'],8/23/92,MELAKA,Malaysia,KUALA LUMPUR,Malaysia,John,"Outdoor activities, PC gaming, hunting for food",Shooting range manager,Graduated in 2019 with a Bachelor's degree in Engineering (Aerospace) from the University of Putra Malaysia (MAS),"English, Malay, Mandarin",National: Mohd Firdaus Abdul Rahim (MAS),
1535925,MOHAMAD ZUBIR Nur Aisyah,Female,Athlete,MAS,MAS,0,0,['Cycling Road'],"[""Women's Road Race""]",10/4/97,KEMAMAN,Malaysia,KUALA TERENGGANU,Malaysia,,,Athlete,,Malay,,
1535926,MOHAMAD LATIF Nur Shazrin,Female,Athlete,MAS,MAS,0,0,['Sailing'],"[""Women's Dinghy""]",2/2/98,JOHOR,Malaysia,LANGKAWI,Malaysia,Shazrin,,Athlete,,"English, Malay",Club: Mohd Hafizi Roslee (MAS),
1535927,ALI JASIM,Male,Athlete,IRQ,IRQ,178,0,['Football'],['Men'],1/20/04,BAGHDAD,Iraq,,Iraq,,,Athlete,,Arabic,National: Radhi Shenaishil (IRQ),"Brother, Abbas Jasim (football) played for various Iraqi top clubs, currently for Naft Maysan"
1535928,KARRAR SAAD,Male,Athlete,IRQ,IRQ,176,0,['Football'],['Men'],3/22/01,,Iraq,,Iraq,,,Athlete,,Arabic,National: Radhi Shenaishil (IRQ),
1535929,KARRAR MOHAMMED,Male,Athlete,IRQ,IRQ,183,0,['Football'],['Men'],1/6/01,,Iraq,,Iraq,,,Athlete,,Arabic,National: Radhi Shenaishil (IRQ),
1535930,NIHAD MOHAMMED,Male,Athlete,IRQ,IRQ,177,0,['Football'],['Men'],1/14/01,,Iraq,,Iraq,,,Athlete,,Arabic,National: Radhi Shenaishil (IRQ),
1535959,DOUA Camil,Male,Athlete,MTN,MTN,0,0,['Swimming'],"[""Men's 50m Freestyle""]",2/23/02,VALENCIENNES,France,,France,,,Athlete,,"Arabic, French","Personal: Gregory Mallet (FRA) - two-time Olympic silver medallist (2008, 2012)",
1535993,CHEW Caroline,Female,Athlete,SGP,SGP,0,0,['Equestrian'],['Dressage Individual'],4/18/92,SINGAPORE,Singapore,LONDON,Great Britain,,"Reading, baking, cooking","Athlete, lawyer",Law at University of Bristol (GBR),"English, Mandarin",Matthew Frost (GBR),"Mother, Melanie Chew (equestrian), was a jumping rider and president of the Equestrian Federation of Singapore from 2007 to 2017. </p><p>Older sister, Catherine Chew (equestrian), a jumping rider who won individual silver and team gold at the 2015 Southeast Asian Games in Singapore"
1536032,HERNANDEZ FLORES Margarita,Female,Athlete,MEX,MEX,149,0,['Athletics'],"[""Women's Marathon""]",12/3/85,SAN ANDRES CUEXCONTITLAN,Mexico,TOLUCA,Mexico,"Mago, Maguito",,"Athlete, administrator, assistant coach",Pursing a Master’s degree in Applied Sciences from Anahuac University (MEX).</p><p>Graduated with a Master’s degree in Organisational Management from the Autonomous University of the State of Mexico (MEX).</p><p>Graduated with a Law degree from the Autonomous University of the State of Mexico (MEX),Spanish,Personal: Rafael Martinez (MEX),
1536045,SALIMI Arian,Male,Athlete,IRI,IRI,0,0,['Taekwondo'],['Men +80kg'],12/16/03,KERMANSHAH,IR Iran,,IR Iran,,,Athlete,,Farsi,National: Majid Aflaki,
1536058,BARKHORDARI Mehran,Male,Athlete,IRI,IRI,0,0,['Taekwondo'],['Men -80kg'],7/26/00,QAZVIN,IR Iran,,IR Iran,,,Athlete,,Farsi,,
1536064,NEMATZADEH Mobina,Female,Athlete,IRI,IRI,0,0,['Taekwondo'],['Women -49kg'],5/17/05,,IR Iran,,IR Iran,,,,,Farsi,National: Minoo Maddah (IRI),
1536067,KIYANICHANDEH Nahid,Female,Athlete,IRI,IRI,0,0,['Taekwondo'],['Women -57kg'],8/1/98,ESFAHAN,IR Iran,,IR Iran,,,Athlete,,"English, Persian",National: Minoo Maddah (IRI),
1536157,MPALI Adam,Male,Athlete,GAB,GAB,0,0,['Swimming'],"[""Men's 50m Freestyle""]",5/29/02,,,,,,,,,French,,"Sister, Aya Mpali (swimming), competed at the Tokyo 2020 Olympic Games in the heats of the 50m freestyle, and was flagbearer for Gabon at the Opening Ceremony"
1536175,AMISON Naima-Zahra,Female,Athlete,DJI,DJI,0,0,['Swimming'],"[""Women's 50m Freestyle""]",10/10/03,,,,,,,Athlete,,,,
1536184,STREHLKE DELGADO Paulo,Male,Athlete,MEX,MEX,0,0,['Marathon Swimming'],"[""Men's 10km""]",1/10/06,CUERNAVACA,Mexico,,,,,,,Spanish,Personal: Joel Rodriguez,
1536190,SANDOVAL AYALA Martha,Female,Athlete,MEX,MEX,0,0,['Marathon Swimming'],"[""Women's 10km""]",8/14/98,,,BAJA CALIFORNIA,Mexico,,,,"Studying for a Masters degree at Cetys University (MEX), on hold until after Paris 2024",Spanish,Club: Paulo Salas (MEX),
1536196,ESTUDILLO TORRES Alejandra,Female,Athlete,MEX,MEX,0,0,['Diving'],"[""Women's 3m Springboard""]",5/20/05,CHIAPAS,Mexico,,,,,,,Spanish,,
1536197,CELAYA HERNANDEZ Juan Manuel,Male,Athlete,MEX,MEX,0,0,['Diving'],"[""Men's Synchronised 3m Springboard""]",9/1/98,MONTERREY,Mexico,,,Meme,,Athlete,"Studied Civil Engineering at Louisiana State University (Baton Rouge, LA, USA)","English, Spanish",,
1536198,VAZQUEZ MONTANO Aranza,Female,Athlete,MEX,MEX,0,0,['Diving'],"[""Women's 3m Springboard""]",8/21/02,LA PAZ,Mexico,,,,,Student,Studying Exercise Science at the University of North Carolina at Chapel Hill (USA),"English, Spanish",,"Younger brother Rodolfo is on the Tar Heels team alongside her. ""I enjoy practising with him and love seeing how much he has improved. I am excited to what the future brings for him."" (swimmingworldmagazine.com, 20 Mar 2024)"
1536207,ALIPOUR SHENAZANDIFARD Reza,Male,Athlete,IRI,IRI,170,0,['Sport Climbing'],"[""Men's Speed""]",4/29/94,QAZVIN,IR Iran,,,Persian Cheetah,,Athlete,,"English, Farsi",,"Cousin, Mehdi Alipour (sport climbing), competed at the world championships in 2019 and 2021"
1536214,ALAMIAN Nima,Male,Athlete,IRI,IRI,0,0,['Table Tennis'],"[""Men's Singles""]",12/24/92,BABOL,IR Iran,,,,,Athlete,,"English, Farsi",Club: Fabrice Coutolleau (FRA).<br>National: Jamil Lotfollah Nasab (IRI),"Brother, Noshad (table tennis), two-time Olympian (Rio 2016, Tokyo 2020). Competing in table tennis at Paris 2024. The brothers won a 2022 Asian Games bronze medal playing together in the men's doubles competition"
1536215,ALAMIYAN Noshad,Male,Athlete,IRI,IRI,0,0,['Table Tennis'],"[""Men's Singles""]",11/21/91,BABOL,IR Iran,,,,,,,"English, Farsi",Club: Sebastien Douaran (FRA).<br>National: Jamil Lotfollahnasabi (IRI),"Younger brother, Nima (table tennis), represented the Islamic Republic of Iran at the 2016 and 2020 Olympic Games and will be competing at Paris 2024"
1536233,YASEEN Taha Hussein,Male,Athlete,IRQ,IRQ,171,0,['Athletics'],"[""Men's 100m""]",1/1/98,,Iraq,,,,"Swimming, football",Athlete,,,Personal: Khazal Jabbar (IRQ),
1536251,MAAN Tulika,Female,Athlete,IND,IND,0,0,['Judo'],['Women +78 kg'],9/9/98,NEW DELHI,India,NEW DELHI,India,Ganga,"Anime, cooking","Athlete, student",DDU Gorakhpur University (IND),"English, Hindi, Punjabi",Yashpal Solanki (IND),
1536341,ANCER Abraham,Male,Athlete,MEX,MEX,170,0,['Golf'],"[""Men's Individual Stroke Play""]",2/27/91,"MCALLEN, TX",United States,,,El Turco,"Collecting putters, hunting, football, sport shooting, watching F1, barbecuing, cars",,"Attended Odessa College in the United States of America before transferring to the University of Oklahoma (Norman, OK) to pursue a degree in multidisciplinary studies",English,,
1536368,SHARMA Shubhankar,Male,Athlete,IND,IND,177,0,['Golf'],"[""Men's Individual Stroke Play""]",7/21/96,JHANSI,India,,,,,,,English,,
1536371,BHULLAR Gaganjeet,Male,Athlete,IND,IND,184,0,['Golf'],"[""Men's Individual Stroke Play""]",4/27/88,AMRITSAR,India,,India,,,,,English,,
1536372,GIRMA Ermias,Male,Athlete,ETH,ETH,176,0,['Athletics'],"[""Men's 1500m""]",1/20/05,EZHA DISTRICT,Ethiopia,ADDIS ABABA,Ethiopia,,Enjoys watching football and supports English Premier League team Manchester United,Athlete,,"Amharic, Gurage",Personal: Hluf Yihdego (ETH),
1536460,ROJAS Carlos,Male,Athlete,MEX,MEX,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",1/14/00,,,,,,,"Athlete, student",Studies Genomics at the National Autonomous University of Mexico,"German, Spanish",National: David Alejandro Velez Sanchez (MEX),
1536467,MARTINEZ WING Bruno,Male,Athlete,MEX,MEX,0,0,['Archery'],"[""Men's Individual"", ""Men's Team""]",3/8/98,,,SALTILLO,Mexico,,Watching movies,Athlete,,Spanish,National: David Alejandro Velez Sanchez (MEX),
1536479,VAZQUEZ Ana,Female,Athlete,MEX,MEX,0,0,['Archery'],"[""Women's Individual"", ""Women's Team""]",10/5/00,RAMOS ARIZPE,Mexico,MONCLOVA,Mexico,Pau,,"Athlete, sport soldier","Studies Biomedical Engineering at the Autonomous University of Nuevo Leon (San Nicolas de los Garza, MEX)","English, Spanish",National: Miguel Angel Flores (MEX).<br>Personal: Eduardo Magana (MEX),"Partner, Jorge Nevarez (archery), also represents Mexico"
1536494,RIVERA Edgar,Male,Athlete,MEX,MEX,198,0,['Athletics'],"[""Men's High Jump""]",2/13/91,AGUA PRIETA,Mexico,ZURICH,Switzerland,,,Athlete,"Graduated with a Master’s Engineering degree in Quality Systems and Productivity (2014) from the Tecnologico de Monterrey (MEX).</p><p>Graduated with a degree in Industrial Engineering (2013) from the University of Arizona, Tucson, AZ (USA)","English, Spanish",Personal: Julio Prado (CUB),"Brother, Luis Alberto (athletics), 2012 World University Games champion and 2013 World Championships long jump bronze medallist. Set a Mexican record (8.46m) in the long jump in 2013.</p><p>Brother, Adrian Fernando (athletics), three-time national long jump champion (2018, 2019, 2023).</p><p>Brother, Jorge Rivera (athlete), competed in combined events"
1536495,TAMAYO-GARZA Cecilia,Female,Athlete,MEX,MEX,167,0,['Athletics'],"[""Women's 100m"", ""Women's 200m""]",3/4/97,LEON,Mexico,"HOUSTON, TX",United States,El Ray de Guanajuato (The Ray of Guanajuato),,Athlete,"Graduated in 2022 with a Bachelor's degree in Computer and Systems Engineering from the University of Houston (TX, USA)","English, Spanish",Personal: Carl Lewis (USA) - nine-time Olympic champion,
1536496,ALEMU Habitam,Female,Athlete,ETH,ETH,170,0,['Athletics'],"[""Women's 800m""]",7/9/97,MERAWI,Ethiopia,ADDIS ABABA,Ethiopia,,"Watching action and animation movies. ""I used to enjoy painting but now I've stopped and started doing handicrafts using thread instead."" (Athlete, 5 Jun 2024)",Athlete,,Amharic,"Personal:  Muluken Fikire (ETH), her husband.<br>Personal: Hluf Yihdego (ETH), fellow athlete Gudaf Tsegay's husband","Husband, Muluken Fikire (athletics), third in the 2013 Ethiopian championships in the 400m (47.9)"
1536497,MESELE Worknesh,Female,Athlete,ETH,ETH,172,0,['Athletics'],"[""Women's 800m""]",6/11/01,SHEBEDINO,Ethiopia,ADDIS ABABA,Ethiopia,,"br>During her free time she visits Hawassa to spend time with her family and husband, and also attends church",Athlete,,"Amharic, Sidaama","Personal: Hluf Yihdego (ETH), fellow athlete Gudaf Tsegay's husband",
1536498,DUGUMA Tsige,Female,Athlete,ETH,ETH,164,0,['Athletics'],"[""Women's 800m""]",2/23/01,"KAMASHI ZONE, BENISHANGUL-GUMUZ",Ethiopia,ADDIS ABABA,Ethiopia,,,Athlete,,"Amharic, Gumuz",Personal: Alemu Wakjira (ETH),
1536522,ASHOK Aditi,Female,Athlete,IND,IND,173,0,['Golf'],"[""Women's Individual Stroke Play""]",3/29/98,BENGALURU,India,BENGALURU,India,,"Reading, collecting lapel pins",,,English,,
1536523,DAGAR Diksha,Female,Athlete,IND,IND,175,0,['Golf'],"[""Women's Individual Stroke Play""]",12/14/00,JHAJJAR,India,DELHI,India,,,,,English,,
1536568,FAYISA Abdisa,Male,Athlete,ETH,ETH,173,0,['Athletics'],"[""Men's 1500m""]",4/24/05,"LEMEN DISTRICT, OROMIA REGION",Ethiopia,"SULULTA, OROMIA REGION",Ethiopia,,Watching movies,Athlete,,"Amharic, Oromo",Personal: Nigatu Worku (ETH),
1536585,GUERRERO Ilse,Female,Athlete,MEX,MEX,156,0,['Athletics'],"[""Women's 20km Race Walk""]",3/24/93,GUADALUPE,Mexico,ZACATECAS,Mexico,La Pequena Gigante (The Little Giant),,Athlete,,Spanish,Personal: Felipe Mendez (MEX),
1536599,CHAMA Noel,Male,Athlete,MEX,MEX,176,0,['Athletics'],"[""Men's 20km Race Walk""]",9/15/97,IXTAPALUCA,Mexico,MEXICO CITY,Mexico,Palito (Little Stick),,Athlete,"Studies Sports and Wellness online at Anahuac University, State of Mexico (MEX)",Spanish,Personal: Jose Juan Sanchez (MEX),
1536600,ORTIZ Ricardo,Male,Athlete,MEX,MEX,168,0,['Athletics'],"[""Men's 20km Race Walk""]",2/7/95,CORDOBA,Mexico,MEXICO CITY,Mexico,,,Athlete,"Graduated in 2023 with a Bachelor's degree in Physical Education and Sports Methodology from Diaz Miron Institute (Xalapa, MEX)",Spanish,"Personal: Alfonso Ortiz (MEX), his brother",
